,genus,Mean_Score
732,g__Aggregatilinea,3.726075662
733,g__Aggregatimonas,3.231857177
734,g__Aggregicoccus,4.40198387
735,g__Agilicoccus,2.823666877
736,g__Agitococcus,3.598489968
737,g__Agreia,3.20484131
738,g__Agrilactobacillus,4.056463933
739,g__Agriterribacter,3.288554653
740,g__Agrobacterium,4.949564816
741,g__Agrococcus,2.819583853
742,g__Agromyces,3.084975546
743,g__Ahniella,4.23855842
744,g__Ahrensia,3.551560656
745,g__Aidingimonas,3.400689772
746,g__Akkermansia,2.687440667
747,g__Alangreenwoodia,3.836227562
748,g__Albibacillus,4.469880824
749,g__Albibacterium,2.7014148
750,g__Albidovulum,3.330433056
751,g__Albimonas,3.791292497
752,g__Albitalea,3.815490618
753,g__Alcaligenes,3.966978273
754,g__Alcalisalibacterium,2.906057201
755,g__Alcanivorax,3.697046354
756,g__Alcyoniella,2.673268633
757,g__Aldehydirespirator,2.741263724
758,g__Aldersonia,4.043647418
759,g__Alectryobacillus,1.581515295
760,g__Alectryocaccobium,3.069697077
761,g__Alectryocaccomicrobium,2.16962278
762,g__Alexandriicola,3.759705785
763,g__Alg239-R122,3.029560909
764,g__Alg240-R148,4.373845538
765,g__Algibacillus,3.776039478
766,g__Algibacter,2.939305653
767,g__Algibacter_B,2.60004301
768,g__Algibacter_C,2.920525783
769,g__Algibacter_D,2.705578674
770,g__Algibacter_E,2.883581707
771,g__Algicoccus,2.985066934
772,g__Algicola,5.179047284
773,g__Algihabitans,3.414319339
774,g__Alginatibacterium,4.31104522
775,g__Algiphilus,2.972731521
776,g__Algisphaera,2.435418779
777,g__Algoriella,3.440188966
778,g__Algorimicrobium,3.177442354
779,g__Algoriphagus,3.756502441
780,g__Aliagarivorans,5.493073473
781,g__Aliarcobacter,2.690665431
782,g__Alicycliphilus,3.752844122
783,g__Alicyclobacillus,3.35956215
784,g__Alicyclobacillus_A,3.282474225
785,g__Alicyclobacillus_B,3.938821129
786,g__Alicyclobacillus_G,3.083581661
787,g__Alicyclobacillus_H,3.012394567
788,g__Alicyclobacillus_I,2.712577797
789,g__Alicyclobacillus_J,2.008566138
790,g__Alicyclobacillus_K,4.432582309
791,g__Alicyclobacillus_L,3.156010425
792,g__Alienimonas,3.314249907
793,g__Aliibacillus,3.244173293
794,g__Aliicoccus,2.971716219
795,g__Aliidiomarina,3.735860717
796,g__Aliidongia,4.431277921
797,g__Aliiglaciecola,4.591475864
798,g__Aliihoeflea,3.673450445
799,g__Aliikangiella,4.518252278
800,g__Aliiroseovarius,3.901818097
801,g__Aliiroseovarius_A,3.679940788
802,g__Aliishimia,3.912740537
803,g__Aliivibrio,4.471478734
804,g__Alishewanella,4.763168853
805,g__Alistipes,2.399251859
806,g__Alistipes_A,2.135290484
807,g__Aliterella,3.32223449
808,g__Alitiscatomonas,3.896957887
809,g__Alkalibacillus,3.591605037
810,g__Alkalibacter,2.928885129
811,g__Alkalibacterium,3.660692733
812,g__Alkalibaculum,3.207812642
813,g__Alkalibaculum_A,2.984234783
814,g__Alkalicella,3.929212128
815,g__Alkalicoccobacillus,4.541793228
816,g__Alkalicoccus,4.047341218
817,g__Alkaliflexus,2.601434343
818,g__Alkalihalobacillus,4.593082749
819,g__Alkalihalobacterium,4.981804519
820,g__Alkalihalophilus,4.94855512
821,g__Alkalilimnicola,2.732633511
822,g__Alkalimarinus,4.163966611
823,g__Alkalimonas,3.800719657
824,g__Alkaliphilus,3.863289263
825,g__Alkaliphilus_A,4.233783904
826,g__Alkaliphilus_B,3.356347362
827,g__Alkaliphilus_C,3.478145183
828,g__Alkaliphilus_D,3.560988122
829,g__Alkalispirochaeta,3.005811827
830,g__Alkanindiges,3.768338001
831,g__Alkanophaga,2.402110427
832,g__Allisonella,3.34200802
833,g__Alloacidobacterium,3.881806861
834,g__Alloalcanivorax,3.74194749
835,g__Allobacillus,3.538981424
836,g__Allobaculum,3.074163259
837,g__Allobranchiibius,3.259230672
838,g__Allobutyricicoccus,2.573161483
839,g__Allocatelliglobosispora,4.967795925
840,g__Allochristensenella,2.446217586
841,g__Alloclostridium,2.182424603
842,g__Allocoleopsis,4.301446437
843,g__Allocoprobacillus,2.973970695
844,g__Allofrancisella,2.129962228
845,g__Allofustis,2.540307416
846,g__Alloiococcus,3.263065151
847,g__Allokutzneria,4.88638684
848,g__Allomeiothermus,2.955768984
849,g__Allonocardiopsis,3.939654219
850,g__Allopontixanthobacter,3.184601332
851,g__Alloprevotella,2.642170386
852,g__Allopseudarcicella,3.040779834
853,g__Allorhizobium,4.578265453
854,g__Allorhizocola,4.912054773
855,g__Alloruminococcus,3.412534504
856,g__Allosaccharopolyspora,3.368165872
857,g__Allosalinactinospora,4.144548967
858,g__Alloscardovia,3.414287702
859,g__Alloscillospira,3.00968172
860,g__Allosediminivita,3.559900727
861,g__Allosphingosinicella,2.959587655
862,g__Allostreptomyces,3.711317359
863,g__Alpha-05,2.996347901
864,g__Alpinimonas,3.136870753
865,g__Alsobacter,3.692818698
866,g__Alteracholeplasma,2.673018702
867,g__Alteraurantiacibacter,3.177553763
868,g__Altererythrobacter_D,3.19912118
869,g__Altererythrobacter_F,2.979136981
870,g__Alteribacillus,4.172988955
871,g__Alteribacillus_A,3.720955434
872,g__Alteribacter,4.662165227
873,g__Altericroceibacterium,3.517090951
874,g__Altericroceibacterium_A,2.815058167
875,g__Alteridesulfovibrio,4.242675824
876,g__Alterileibacterium,2.486512321
877,g__Alterinioella,3.902286062
878,g__Alteripontixanthobacter,3.137011653
879,g__Alteriqipengyuania,2.991170157
880,g__Alteriqipengyuania_A,2.903905005
881,g__Alteromonas,4.667969613
882,g__Alteromonas_E,4.293092392
883,g__Alteromonas_F,4.195792142
884,g__Altiarchaeum,2.068555435
885,g__Altibacter,3.282642361
886,g__Alysiella,3.078675646
887,g__Amantichitinum,5.401474342
888,g__Amaricoccus,3.037657268
889,g__Amarobacillus,3.034084662
890,g__Amazonocrinis,4.683262856
891,g__Amedibacillus,3.358336987
892,g__Amedibacterium,3.844159911
893,g__Ameyamaea,3.188996178
894,g__Aminicella,2.952971406
895,g__Aminicenans,2.184398257
896,g__Aminidesulfovibrio,2.717450824
897,g__Aminiphilus,2.697164525
898,g__Aminipila,4.275348434
899,g__Aminithiophilus,2.581834914
900,g__Aminivibrio,2.592890414
901,g__Aminobacter,4.275626745
902,g__Aminobacterium,2.738277249
903,g__Aminomonas,2.797100871
904,g__Ammonifex,2.319990424
905,g__Ammoniphilus,3.777480533
906,g__Ammoniphilus_A,5.293268561
907,g__Amnibacterium,2.495682491
908,g__Amniculibacterium,3.271008096
909,g__Amoebophilus,2.067027514
910,g__Amorphus,3.362237426
911,g__Amphibacillus,2.65456437
912,g__Amphibacillus_B,3.396868444
913,g__Amphibacillus_C,3.156574131
914,g__Amphibacillus_D,3.62724886
915,g__Amphiplicatus,2.394336563
916,g__Amphirhobacter,1.538416436
917,g__Amphritea,4.708446542
918,g__Amphritriteisimkania,2.450125025
919,g__Amulumruptor,2.506282327
920,g__Amycolatopsis,5.343804102
921,g__Amycolatopsis_C,3.721566256
922,g__Amycolatopsis_D,4.561670852
923,g__Amylibacter,3.534318576
924,g__Amylolactobacillus,3.268347083
925,g__An181,3.251095573
926,g__Anabaena,3.948597192
927,g__Anabaenopsis,3.277562582
928,g__Anadelfobacter,2.390913882
929,g__Anaerobacillus,4.55981104
930,g__Anaerobacillus_A,4.879348689
931,g__Anaerobacterium,3.258169436
932,g__Anaerobiospirillum,3.319296152
933,g__Anaerobiospirillum_A,3.974768906
934,g__Anaerobium,4.613791919
935,g__Anaerobranca,2.776283144
936,g__Anaerobutyricum,3.573550176
937,g__Anaerocaecibacter,2.131059393
938,g__Anaerococcus,2.76725219
939,g__Anaerocolumna,3.683473117
940,g__Anaeroferrophillus,2.646597616
941,g__Anaerofilum,3.748372775
942,g__Anaerofustis,3.235215697
943,g__Anaeroglobus,2.663411494
944,g__Anaerohalosphaera,2.246678232
945,g__Anaerolinea,2.448870979
946,g__Anaeromassilibacillus,2.98297351
947,g__Anaeromicrobium,4.264970715
948,g__Anaeromicropila,3.963711043
949,g__Anaeromonas,2.945430273
950,g__Anaeromusa,3.278118861
951,g__Anaeromyxobacter,3.004836993
952,g__Anaeromyxobacter_A,2.998810351
953,g__Anaeromyxobacter_B,2.900849134
954,g__Anaeropeptidivorans,3.478152603
955,g__Anaerophaga,2.405509884
956,g__Anaeroplasma,2.746609042
957,g__Anaerorhabdus,2.82090659
958,g__Anaerosacchariphilus,3.434188486
959,g__Anaerosalibacter,2.775912273
960,g__Anaerosolibacter,4.171427916
961,g__Anaerosoma,2.263416998
962,g__Anaerosphaera,2.522910077
963,g__Anaerospora,4.139979916
964,g__Anaerosporobacter,4.041853282
965,g__Anaerosporomusa,3.421863844
966,g__Anaerostipes,3.600433668
967,g__Anaerotalea,3.918370238
968,g__Anaerotardibacter,3.032821469
969,g__Anaerotignum,3.910687995
970,g__Anaerotruncus,3.267309968
971,g__Anaerovibrio,3.636669559
972,g__Anaerovirgula,4.177319415
973,g__Anaerovorax,2.869970934
974,g__Anammoxibacter_A,3.703101827
975,g__Anammoxibacter_B,4.878861905
976,g__Anammoximicrobium,4.69737841
977,g__Anaplasma,2.602335789
978,g__Anatilimnocola,4.947073542
979,g__Ancaeobacter,1.941045271
980,g__Ancillula,2.159881692
981,g__Ancrocorticia,2.994861191
982,g__Ancylobacter,3.548371907
983,g__Ancylomarina,3.232965958
984,g__Ancylomarina_A,3.379650948
985,g__Andeanibacterium,3.261382524
986,g__Anderseniella,3.670395848
987,g__Anditalea,3.696584204
988,g__Andreesenia,3.121496021
989,g__Andreprevotia,4.27206468
990,g__Aneurinibacillus,4.856159467
991,g__Aneurinibacillus_A,5.367800527
992,g__Aneurinibacillus_B,4.823102511
993,g__Angelakisella,3.075068478
994,g__Angelobacter,3.673929408
995,g__Angustibacter,2.674408333
996,g__Anianabacter,3.185364731
997,g__Annandia,1.171275645
998,g__Anoxybacillus,3.850332335
999,g__Anoxybacillus_A,4.374778317
1000,g__Anoxybacillus_B,4.678834809
1001,g__Anoxybacillus_C,4.367869607
1002,g__Anoxybacter,2.933241435
1003,g__Anoxymicrobium,2.028348598
1004,g__Anoxynatronum,2.824185712
1005,g__Anseongella,2.666686469
1006,g__Anstonella,1.937991472
1007,g__Antarcticimicrobium,3.826864214
1008,g__Antarcticirhabdus,3.986569679
1009,g__Antarctobacter,4.205333354
1010,g__Anthocerotibacter,2.977340097
1011,g__Anthropogastromicrobium,3.168830301
1012,g__Antribacter,3.259592479
1013,g__Antricoccus,3.894031333
1014,g__Antrihabitans,4.704625029
1015,g__Aphanocapsa_A,3.085314047
1016,g__Aphanothece_B,3.628750744
1017,g__Aphodocola,2.211183302
1018,g__Aphodomonas,2.769076301
1019,g__Aphodomorpha,2.282226593
1020,g__Aphodoplasma,2.332385779
1021,g__Aphodosoma,2.349704382
1022,g__Aphodousia,3.574217636
1023,g__Aphodovivens,2.734038186
1024,g__Apibacter,2.51047847
1025,g__Apilactobacillus,2.395246324
1026,g__AqS3,2.485375228
1027,g__Aquabacter,3.344129721
1028,g__Aquabacterium,3.866275383
1029,g__Aquabacterium_A,3.843594855
1030,g__Aquamicrobium_A,3.77260599
1031,g__Aquarickettsia,1.914835721
1032,g__Aquariibacter,2.84844056
1033,g__Aquaspirillum,3.90523079
1034,g__Aquaticitalea,3.043395061
1035,g__Aquella,2.448107994
1036,g__Aquibacillus,4.172984567
1037,g__Aquibacillus_A,3.936873293
1038,g__Aquibacillus_C,4.37257509
1039,g__Aquibacillus_D,4.229979944
1040,g__Aquibacillus_E,4.173277267
1041,g__Aquibium,3.885666163
1042,g__Aquicella,2.680350626
1043,g__Aquicella_A,2.812151037
1044,g__Aquicoccus,3.158479097
1045,g__Aquicultor,2.482700719
1046,g__Aquicultor_A,2.474406179
1047,g__Aquidulcibacter,3.525987306
1048,g__Aquifex,2.047438499
1049,g__Aquiflexum,4.117865974
1050,g__Aquihabitans,3.073393063
1051,g__Aquilonibacter,2.432784832
1052,g__Aquiluna,3.238488919
1053,g__Aquimarina,3.629463154
1054,g__Aquimixticola,4.345615343
1055,g__Aquimonas,3.377524356
1056,g__Aquincola,4.953107723
1057,g__Aquincolibacterium,2.186307185
1058,g__Aquirhabdus,3.463030647
1059,g__Aquirickettsiella,2.012363515
1060,g__Aquirufa,2.769827324
1061,g__Aquisalibacillus,3.68185163
1062,g__Aquisalimonas,2.929325055
1063,g__Aquisalinus,2.957522225
1064,g__Aquisediminimonas,3.527061348
1065,g__Aquisediminimonas_A,3.443012701
1066,g__Aquisphaera,4.468216269
1067,g__Aquitaenariimonas,2.023935829
1068,g__Aquitalea,4.643618615
1069,g__Aquivivens,1.675980187
1070,g__Arabiibacter,3.123983737
1071,g__Arachidicoccus,3.230157535
1072,g__Arachnia,2.917837176
1073,g__Aramenus,2.502686401
1074,g__Arboricoccus,3.179199185
1075,g__Arcanobacter,2.071562458
1076,g__Arcanobacterium,3.334606031
1077,g__Arcanobacterium_A,2.80333165
1078,g__Archaeoglobus,2.656051371
1079,g__Archaeoglobus_A,2.617837476
1080,g__Archaeoglobus_B,2.415745478
1081,g__Archaeoglobus_C,2.421052222
1082,g__Archangium,6.331989646
1083,g__Archangium_A,4.996081482
1084,g__Arcicella,3.994605875
1085,g__Arcobacter,3.355443185
1086,g__Arcobacter_A,3.949982408
1087,g__Arcobacter_B,3.507321052
1088,g__Arctic95D-9,3.581433486
1089,g__Arctic96AD-7,2.74705126
1090,g__Arcticibacter,3.095372925
1091,g__Arcticibacterium,3.249985924
1092,g__Arcticimaribacter,2.565400678
1093,g__Ardenticatena,2.591113163
1094,g__Arenibacter,3.748294264
1095,g__Arenibacterium,4.108563173
1096,g__Arenibacterium_A,3.63129389
1097,g__Arenibaculum,4.25761885
1098,g__Arenicella,3.327316517
1099,g__Arenimonas,2.790732328
1100,g__Arenitalea,2.689404568
1101,g__Arenivirga,2.847737804
1102,g__Argonema,4.404707945
1103,g__Arhodomonas,3.048307062
1104,g__Aridibacter,3.112513978
1105,g__Aristaeella,2.357276261
1106,g__Aristophania,2.719553907
1107,g__Aristotella,3.052235792
1108,g__Armatimonas,3.61522897
1109,g__Aromatoleum,4.032416762
1110,g__Arsenicibacter,4.755777715
1111,g__Arsenicicoccus,3.022441185
1112,g__Arsenicitalea,3.325637162
1113,g__Arsenophonus,3.131013833
1114,g__Arsukibacterium,4.746661748
1115,g__Arthrobacter,4.542937887
1116,g__Arthrobacter_B,3.817110459
1117,g__Arthrobacter_C,4.082996059
1118,g__Arthrobacter_D,3.325582398
1119,g__Arthrobacter_E,4.016497734
1120,g__Arthrobacter_F,4.406304135
1121,g__Arthrobacter_H,3.763558559
1122,g__Arthrobacter_J,3.285355423
1123,g__Arthrobacter_M,3.818096365
1124,g__Arthrospiribacter,3.914016281
1125,g__Arundinibacter,3.886362366
1126,g__Asaccharospora,3.407341347
1127,g__Asaia,3.54902239
1128,g__Asanoa,4.71521646
1129,g__Ascidiaceihabitans,3.385283786
1130,g__Asp313,2.799997976
1131,g__Asticcacaulis,3.370144482
1132,g__Atelocyanobacterium,1.988707046
1133,g__Athalassotoga,2.065160056
1134,g__Atlantibacter,5.290087109
1135,g__Atlanticothrix,4.038119943
1136,g__Atopobacter,3.284962989
1137,g__Atopobium,3.196036849
1138,g__Atopococcus,3.922851869
1139,g__Atopomonas,4.473306696
1140,g__Atopostipes,2.743092406
1141,g__Atribacter,2.350176603
1142,g__Aulosira,4.801647395
1143,g__Aurantibacter,2.590432417
1144,g__Aurantibacter_A,3.094271417
1145,g__Aurantimicrobium,3.069692061
1146,g__Aurantimonas,3.523081772
1147,g__Auraticoccus,2.654395903
1148,g__Aureibacillus,4.070458998
1149,g__Aureibaculum,2.832442592
1150,g__Aureicoccus,3.365063464
1151,g__Aureimonas,3.600243083
1152,g__Aureimonas_A,3.672988446
1153,g__Aureisphaera,3.400328794
1154,g__Aureispira,4.021459853
1155,g__Aureitalea,3.32125558
1156,g__Aureivirga,3.777695845
1157,g__Aureliella,4.002209931
1158,g__Auribacter,2.334816092
1159,g__Auritidibacter,3.235584186
1160,g__Austwickia,3.248000424
1161,g__Avacidaminococcus,2.515425366
1162,g__Avamphibacillus,3.444640001
1163,g__Avanaerovorax,3.42921798
1164,g__Aved-18,3.835396441
1165,g__Avedoeria,2.672333911
1166,g__Aveggerthella,2.796713156
1167,g__Avelusimicrobium,2.494207362
1168,g__Avibacterium,3.453184206
1169,g__Avibacteroides,2.906766479
1170,g__Avichristensenella,2.385030616
1171,g__Avidehalobacter,2.708245731
1172,g__Avidesulfovibrio,2.460174638
1173,g__Avigastranaerophilus,2.323199883
1174,g__Avilachnospira,3.36436333
1175,g__Avimicrobium,3.54534469
1176,g__Avimonas,2.505289479
1177,g__Avimonas_A,2.517795982
1178,g__Avimonoglobus,2.50419169
1179,g__Avimuribaculum,2.137978093
1180,g__Avipropionibacterium,2.988616923
1181,g__Avirikenella,2.475544326
1182,g__Avispirillum,2.803671272
1183,g__Avisuccinivibrio,3.109586511
1184,g__Avisuccinivibrio_A,3.601717146
1185,g__Avitreponema,2.206476837
1186,g__Avoscillospira,2.848613684
1187,g__Avoscillospira_A,3.310568214
1188,g__Azoarcus,4.532170369
1189,g__Azoarcus_F,3.650446817
1190,g__Azobacteroides,1.979384863
1191,g__Azohydromonas,4.846710301
1192,g__Azomonas,3.540377802
1193,g__Azonexus,3.730568202
1194,g__Azophilus,3.189238554
1195,g__Azorhizobium,4.009797089
1196,g__Azospira,4.085280393
1197,g__Azospira_A,3.247194878
1198,g__Azospirillum,4.525866742
1199,g__Azotimanducus,2.950226284
1200,g__Azotobacter,4.426368457
1201,g__Azovibrio,2.663793881
1202,g__B-DKE,2.250099045
1203,g__B1,2.969717627
1204,g__B1-Br10-U2g19,2.470903711
1205,g__B1-Br10-U2g21,2.220582367
1206,g__B1-G15,2.261226696
1207,g__B1-G9,2.357714485
1208,g__B10-G4,4.611878994
1209,g__B10-G9,2.621029784
1210,g__B109-G9,2.260614951
1211,g__B11-G15,2.167782165
1212,g__B11-G9,2.868666246
1213,g__B111-G9,2.896420359
1214,g__B118-G9,2.153723224
1215,g__B119-G9,2.577286171
1216,g__B12-G15,1.998067988
1217,g__B12-G16,2.502752748
1218,g__B12-G17,2.012450954
1219,g__B12-G4,2.833294427
1220,g__B120-G9,2.648502569
1221,g__B129-G9,1.610952567
1222,g__B13-G15,1.947816418
1223,g__B13-G4,2.494196207
1224,g__B130-G9,2.465971965
1225,g__B137-G9,2.513435462
1226,g__B14,3.974097355
1227,g__B14-G1,1.991168319
1228,g__B14-G17,1.94987133
1229,g__B14-G2,2.364227912
1230,g__B14-G9,2.048757623
1231,g__B140-G9,1.630786411
1232,g__B143-G9,1.824013207
1233,g__B15-G16,2.348113578
1234,g__B15-G2,2.530918141
1235,g__B15-G4,2.913455927
1236,g__B15-G9,2.287223579
1237,g__B16-G9,2.799599831
1238,g__B16T1B5,3.060182069
1239,g__B17-G15,2.073411028
1240,g__B17-G16,3.163604052
1241,g__B17-G17,1.756945577
1242,g__B17-G2,1.490456402
1243,g__B18-G2,1.939986773
1244,g__B18-G4,2.361222637
1245,g__B1SED10-159,2.840758463
1246,g__B1SED10-16,2.399648616
1247,g__B1SED10-173,2.444930761
1248,g__B1SED10-174,2.475343643
1249,g__B1SED10-225,2.444312333
1250,g__B1SED10-245,1.941271575
1251,g__B1SED10-74M,2.257968015
1252,g__B1SED10-75,2.437547662
1253,g__B1Sed10-166,2.905101934
1254,g__B1Sed10-187,2.205194815
1255,g__B1Sed10-231,1.987412619
1256,g__B1Sed10-29,1.998214082
1257,g__B1T1B5,2.199432821
1258,g__B2-G16,1.984318694
1259,g__B20-G17,2.084875869
1260,g__B21-G15,1.466086453
1261,g__B21-G16,2.037745127
1262,g__B21-G9,1.90463672
1263,g__B22-G1,2.655463317
1264,g__B22-G15,2.038572981
1265,g__B23,2.181081476
1266,g__B23-G16,2.434418826
1267,g__B24,2.058119488
1268,g__B24-2,1.925895004
1269,g__B24-G1,1.940974771
1270,g__B24-G6,2.112355614
1271,g__B24-G9,1.955721156
1272,g__B25,1.936118123
1273,g__B25-G16,2.482191671
1274,g__B26-1,1.846315248
1275,g__B26-G2,2.156709308
1276,g__B26-G9,1.71636831
1277,g__B28-G16,2.250891146
1278,g__B28-G17,1.908178622
1279,g__B29-G15,2.176649982
1280,g__B29-G16,1.895666329
1281,g__B3-Chlor,2.368173234
1282,g__B3-G11,2.582019676
1283,g__B3-G13,1.8764141
1284,g__B3-G15,2.217073131
1285,g__B3-G16,1.722597819
1286,g__B3-LCP,2.469718823
1287,g__B3-TA06,2.473069205
1288,g__B3-WOES,1.591584452
1289,g__B30-G15,2.741509707
1290,g__B30-G16,2.10058894
1291,g__B30-G6,3.050297509
1292,g__B31-G17,2.095284183
1293,g__B32-G16,3.171137356
1294,g__B33-G15,1.557234491
1295,g__B33-G16,2.524611045
1296,g__B36-G15,2.502665784
1297,g__B39-G9,2.441771942
1298,g__B3T1B10,2.895711017
1299,g__B4-G1,3.005107399
1300,g__B40-G2,2.38040162
1301,g__B44-G15,2.256189173
1302,g__B46-G15,2.025016993
1303,g__B46-G9,3.165052854
1304,g__B47-G15,1.921401889
1305,g__B47-G16,1.801433769
1306,g__B47-G6,2.104211687
1307,g__B48-G16,2.071393553
1308,g__B48-G9,1.526229208
1309,g__B5-G15,1.730765945
1310,g__B5-G16,2.742131599
1311,g__B50-G16,1.812641081
1312,g__B51-G9,1.766456736
1313,g__B54-G15,1.862676955
1314,g__B6-G13,1.893381194
1315,g__B6-G9,2.715041591
1316,g__B60-G16,2.433242143
1317,g__B61-G2,1.498302315
1318,g__B62-G9,2.146504615
1319,g__B63,1.865435291
1320,g__B64-G9,2.630773499
1321,g__B65-G9,2.730193861
1322,g__B66-G16,2.244964812
1323,g__B67-G16,2.327304865
1324,g__B68-G16,2.291897467
1325,g__B68-G9,1.913083471
1326,g__B69-G16,2.23417331
1327,g__B7-G16,1.766300636
1328,g__B7-G4,1.416243574
1329,g__B70-G16,1.987147768
1330,g__B70-G9,1.509642065
1331,g__B72-G16,1.745033504
1332,g__B73-G16,1.79164672
1333,g__B75-G9,1.650080087
1334,g__B75T3L11,2.786146324
1335,g__B78-G9,2.273020985
1336,g__B79-G16,1.696313832
1337,g__B79-G9,2.731297359
1338,g__B8-G13,1.815161556
1339,g__B8-G4,2.439353932
1340,g__B8-G9,2.011603161
1341,g__B82-G9,2.053220859
1342,g__B83-G16,2.141364816
1343,g__B87-G9,2.298344732
1344,g__B88-G9,2.15770503
1345,g__B9-G15,2.648450279
1346,g__B9-G16,1.634031855
1347,g__B9-G17,2.313820852
1348,g__B91-G9,2.028272296
1349,g__B93T1B8,2.672346091
1350,g__BA-13,2.809533959
1351,g__BA-19,2.733358451
1352,g__BA1,2.723225331
1353,g__BA12,2.44518537
1354,g__BA2,2.298557245
1355,g__BA4,2.535606398
1356,g__BA9,2.621639027
1357,g__BACL11,2.010646688
1358,g__BACL14,2.044500264
1359,g__BACL21,2.694853491
1360,g__BACL27,2.299272636
1361,g__BAIKAL-G1,2.68226172
1362,g__BAIKAL-G1-2R,2.351592722
1363,g__BB10,3.86042394
1364,g__BB2,3.504670113
1365,g__BB20,3.271493856
1366,g__BB26,3.596849308
1367,g__BB28,2.550038988
1368,g__BB30,2.368955047
1369,g__BB31,3.463606376
1370,g__BBFE01,5.957295101
1371,g__BCD1,4.064456651
1372,g__BCD18,2.839879058
1373,g__BCD5,2.682820651
1374,g__BD1,1.949660977
1375,g__BD2-11,2.729401237
1376,g__BE-D,2.731309724
1377,g__BG8,4.776851512
1378,g__BH17,3.623174862
